hurst,unitroot_pp,unitroot_kpss,stability,x_pacf5,diff1x_pacf5,diff2x_pacf5,nonlinearity,lumpiness,alpha,beta,flat_spots,entropy,crossing_points,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10
0.5918166904402781,-13.825332474199858,0.4727861592043682,0.0,0.09973303342469918,0.5087999015292005,0.8051598030745396,2.95199488352344,0.0,1.490128600539533e-08,2.94880371737164e-10,2,0.7351858053280401,5,-0.256787236268587,0.1325255681938335,-0.31582464800930093,0.22628979234836977,-0.30706487516778,0.2130793052907238
0.6429475589602672,-17.609137987790007,0.17836466886322583,0.0,0.16276667952128201,0.13507266551409555,0.8051598030745396,11.286827521676354,0.0,1.4901654294877916e-08,2.8903888838219916e-10,2,0.8122334355203973,6,-0.36545501084061227,0.17174638187064972,-0.3165444674105945,0.22170096684715399,-0.23352252333561502,0.33803329251414527
0.6921848614946403,-15.678523908667652,0.15354202069575335,0.0,0.09305965572878741,0.3034319132453014,0.35538221468344655,9.034963170865355,0.0,1.4901200269298505e-08,2.5278375147603306e-10,2,0.8760524232180028,8,-0.2627273507704017,0.11094010713317802,-0.4697298486108101,0.3403106752692656,-0.48848674284252375,0.46118789663217724
0.7242799600952917,-17.22267240171888,0.14297149333564915,0.0,0.09964108888171984,0.29475205116807374,0.4259357563695825,8.944473247447469,0.0,1.4919214471855795e-08,2.3807951596389744e-09,2,0.7734949178513931,8,-0.26661988556208743,0.1152106660704254,-0.4390196832415743,0.31580489643791765,-0.5370132968749278,0.5103070626134797
0.7091562630198779,-17.47355041059527,0.13484437922875364,0.0,0.14193506804970676,0.21337503597237628,0.3878950969799686,8.655191610622685,0.0,1.4901476343570184e-08,5.2505163235234664e-11,2,0.7864348826114425,9,-0.24289216503769834,0.11189290532013463,-0.4002641282126931,0.24763545426209202,-0.5438293250374755,0.5098453510608735
0.7040107955223563,-18.820902702063,0.11811656056605094,0.0,0.1615983251279415,0.33281347827375396,0.3497734345978877,7.858644978131044,0.0,1.4901161193847656e-08,1.1213493807813414e-08,2,0.7795104067032643,10,-0.2702874554129323,0.14103789094946187,-0.4279002011988536,0.30948932936083073,-0.5142133464771128,0.45069664334305365
0.6754431650612809,-20.863598243325498,0.1505235355404945,0.0,0.16352695653081328,0.36431672775712914,0.4971665547382857,7.089226304943917,0.0,1.4901161433953005e-08,1.0461068148372902e-08,2,0.858610026587683,11,-0.2857748906403168,0.16559229176947848,-0.46635973493878397,0.3928240477607561,-0.5574385200723082,0.576514293742148
0.6529943220423159,-22.012953842903816,0.13849259194932056,0.0,0.1669216806872231,0.3815149094156285,0.5338168136003275,7.007561217899846,0.0,1.4901161401153067e-08,1.490116140115306e-08,2,0.816036289311732,12,-0.2892241432495464,0.16655660573075243,-0.4945475361990247,0.43313265031431647,-0.597266251314186,0.6777527669681512
0.6225846151828942,-23.557155746450526,0.17234566147757566,0.013313955279486655,0.14591842520665577,0.3916162573706259,0.547406808073842,7.1969799888081,0.11258576497946468,1.4901161193847656e-08,1.2066338903692605e-08,2,0.8371629565420211,13,-0.28934181671183273,0.17118804379284405,-0.5055223064581714,0.4423812113700435,-0.6225648898018012,0.7326090873317657
0.5969971690634039,-24.63401308421491,0.19359269875999552,0.01391158191036976,0.12324089091778362,0.39851699149898356,0.5625001737028669,7.35611380955886,0.12291993719903684,1.4901161787505084e-08,1.4901161787505017e-08,2,0.8201032299321696,11,-0.2768729725641694,0.15826578086145554,-0.5105524523639677,0.45618300627840663,-0.6312991054538112,0.7632508181772235
