hurst,unitroot_pp,unitroot_kpss,stability,x_pacf5,diff1x_pacf5,diff2x_pacf5,nonlinearity,lumpiness,alpha,beta,flat_spots,entropy,crossing_points,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10
0.9739542057248185,-2.974300645050373,0.3260309278350516,0.0,0.003305567567984961,0.6062158717490892,0.20974960014851496,0.4814522126072306,0.0,1.490125492810303e-08,2.8939220316318746e-10,11,0.9084496903145963,0,-0.007575757575757569,0.022095959595959603,-0.009090909090909082,0.03181818181818181,-0.011111111111111122,0.0351851851851852
0.9739542057248185,-26.681880149460987,0.12922289538636475,0.0,0.4469828817242164,0.18023382856751807,0.20974960014851496,2.2204460492503127e-15,0.0,1.4901173336510157e-08,2.9338751297014024e-10,11,0.8058780364378684,1,-0.49163752691379464,0.24170836957364877,-0.37570603369701405,0.14219436175291833,-0.28585214419145505,0.08844181605630387
0.9739542057248185,-0.12358446918966026,0.289295941949883,0.0,0.20132687536039154,0.1345710866778856,0.1695156216669626,22.64938542390418,0.0,0.9999999850988339,0.4504156350400708,11,0.832939283034829,1,0.20629169236870668,0.12191928523645847,0.2025781344541595,0.10262653584058648,-0.3792618003055168,0.14808604061532255
0.9739542057248185,-0.9983291275898025,0.331940486454197,0.0,0.5911088676129228,0.1477479482601869,0.4029743803999807,22.672844675229065,0.0,0.9999999850988346,2.1699991084528964e-14,11,0.7252874372110002,1,0.5551601622102686,0.37061089088607,0.16002054116614509,0.1051346201220471,-0.22606184078917263,0.23506896571706073
0.9739542057248185,0.8743002635912199,0.39138617399403364,0.0,0.5707052776435328,0.12041534421187079,0.5749852750369676,18.794929382872738,0.0,0.9999999850984496,2.562428889735308e-12,11,0.6542922074853246,1,0.6511186098503174,0.6174957471536076,0.1403471144451225,0.08571083202139024,-0.31875781451474483,0.3496867793087411
0.9739542057248185,0.8009601164794987,0.4521936027037983,0.0,0.7082785334042064,0.1321503192328287,0.48829380929677263,4.487971599461255,0.0,0.9999999850988388,0.0,11,0.5933296139017192,1,0.7345925245643155,0.9138009061791237,0.14821019441117972,0.09590163313622611,-0.33674892064934786,0.33296263070137483
0.9739542057248185,-2.753030655672346,0.4714064183605908,0.0,1.0368345035297484,0.2950071676918709,0.32612029342390575,7.71672356888595,0.0,0.9999999850988368,0.0,11,0.4677337783231408,1,0.8151670670534198,1.1926010272304701,0.08004695053785392,0.3005888547838666,-0.20375164595436301,0.4690745722209459
0.9739542057248185,-5.451851720995347,0.3961334158543044,0.0,0.7869323361598233,0.4275167825615599,0.2722856009138303,1.6592845801147975,0.0,0.9999999850988388,0.7609521574004939,11,0.5053775458165893,2,0.7562761303420342,0.9443118715691099,0.3256422016275305,0.41748633402238017,-0.13057771625070946,0.380116396361261
0.9739542057248185,-5.899689074725935,0.21775487008711197,0.32675480844830745,0.6152599796508741,0.4304398262870683,0.2973933654611581,1.1327502916385161,1.5278397732966196,0.9999999850988388,0.7677713674713557,11,0.6007221598030974,2,0.6736052572133145,0.7525592462251314,0.499629007811729,0.53476502315134,-0.14192906505329772,0.43247643348000653
0.9739542057248185,-4.232966202267735,0.1166812808991594,0.25129904344938386,0.7132398747235604,0.5716889391080981,0.24871197440857828,0.6336187476198972,0.9036817422049391,0.9999999850988388,0.7291813524999166,11,0.6069722082706344,2,0.6917921221398254,1.0215146361874885,0.5756695566757989,0.6704429940552552,-0.11403453651638229,0.33868085141906834
0.9739542057248185,-2.917390837131677,0.12064258105221329,0.1994223203308613,0.8515003005044118,0.5974339299382183,0.2597019634418778,0.65807764787704,0.5690905410149385,0.9999999850988388,0.8045828456102871,11,0.5518091738650964,2,0.7461199604540263,1.3306024125306068,0.5917037400684333,0.7103744545290248,-0.07226537501971317,0.3002589242284858
